Year,Month,Period,Age Group,Sex,COVID-19 Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Total Deaths,State
2021,2,2/1/2021,75-84 years,Male,15,13,0,0,19,54,District of Columbia
2021,2,2/1/2021,75-84 years,Female,13,11,0,0,17,65,District of Columbia
2021,2,2/1/2021,75-84 years,Male,612,606,420,0,798,"3,060",Florida
2021,2,2/1/2021,75-84 years,Female,409,400,275,0,536,"2,396",Florida
2021,2,2/1/2021,75-84 years,Male,317,249,184,0,382,"1,223",Georgia
2021,2,2/1/2021,75-84 years,Female,258,189,151,0,296,"1,166",Georgia
2021,2,2/1/2021,75-84 years,Male,0,10,0,0,11,117,Hawaii
2021,2,2/1/2021,75-84 years,Female,0,0,0,0,0,80,Hawaii
2021,2,2/1/2021,75-84 years,Male,22,18,13,0,27,167,Idaho
2021,2,2/1/2021,75-84 years,Female,15,0,0,0,18,144,Idaho
2021,2,2/1/2021,75-84 years,Male,170,182,109,0,243,"1,169",Illinois
2021,2,2/1/2021,75-84 years,Female,121,136,80,0,177,"1,153",Illinois
2021,2,2/1/2021,75-84 years,Male,132,119,76,0,175,736,Indiana
2021,2,2/1/2021,75-84 years,Female,101,76,52,0,125,699,Indiana
2021,2,2/1/2021,75-84 years,Male,56,44,27,0,73,369,Iowa
2021,2,2/1/2021,75-84 years,Female,20,18,0,0,29,278,Iowa
2021,2,2/1/2021,75-84 years,Male,45,43,24,0,64,308,Kansas
2021,2,2/1/2021,75-84 years,Female,23,26,10,0,39,275,Kansas
2021,2,2/1/2021,75-84 years,Male,127,115,74,0,169,588,Kentucky
2021,2,2/1/2021,75-84 years,Female,106,81,55,0,133,547,Kentucky
2021,2,2/1/2021,75-84 years,Male,93,86,62,0,117,591,Louisiana
2021,2,2/1/2021,75-84 years,Female,79,54,43,0,90,520,Louisiana
2021,2,2/1/2021,75-84 years,Male,0,11,0,0,14,145,Maine
2021,2,2/1/2021,75-84 years,Female,18,10,0,0,25,150,Maine
2021,2,2/1/2021,75-84 years,Male,121,96,64,0,153,565,Maryland
2021,2,2/1/2021,75-84 years,Female,115,82,55,0,142,622,Maryland
2021,2,2/1/2021,75-84 years,Male,132,120,83,0,169,678,Massachusetts
2021,2,2/1/2021,75-84 years,Female,102,81,55,0,128,623,Massachusetts
2021,2,2/1/2021,75-84 years,Male,106,93,48,0,151,"1,040",Michigan
2021,2,2/1/2021,75-84 years,Female,96,78,41,0,133,"1,023",Michigan
2021,2,2/1/2021,75-84 years,Male,45,37,19,0,63,505,Minnesota
2021,2,2/1/2021,75-84 years,Female,39,37,17,0,59,446,Minnesota
2021,2,2/1/2021,75-84 years,Male,91,73,46,0,118,398,Mississippi
2021,2,2/1/2021,75-84 years,Female,69,50,33,0,86,378,Mississippi
2021,2,2/1/2021,75-84 years,Male,95,85,51,0,129,739,Missouri
2021,2,2/1/2021,75-84 years,Female,83,84,45,0,122,709,Missouri
2021,2,2/1/2021,75-84 years,Male,16,21,11,0,26,133,Montana
2021,2,2/1/2021,75-84 years,Female,0,0,0,0,10,102,Montana
2021,2,2/1/2021,75-84 years,Male,30,37,22,0,45,190,Nebraska
2021,2,2/1/2021,75-84 years,Female,12,18,0,0,23,146,Nebraska
2021,2,2/1/2021,75-84 years,Male,108,102,82,0,129,418,Nevada
2021,2,2/1/2021,75-84 years,Female,57,67,47,0,77,326,Nevada
2021,2,2/1/2021,75-84 years,Male,18,16,0,0,26,135,New Hampshire
2021,2,2/1/2021,75-84 years,Female,10,0,0,0,14,132,New Hampshire
2021,2,2/1/2021,75-84 years,Male,237,168,120,0,285,933,New Jersey
2021,2,2/1/2021,75-84 years,Female,170,127,90,0,207,878,New Jersey
2021,2,2/1/2021,75-84 years,Male,39,27,19,0,47,222,New Mexico
2021,2,2/1/2021,75-84 years,Female,26,19,11,0,34,185,New Mexico
2021,2,2/1/2021,75-84 years,Male,339,233,164,0,408,"1,309",New York
2021,2,2/1/2021,75-84 years,Female,315,203,132,0,386,"1,285",New York
2021,2,2/1/2021,75-84 years,Male,320,136,97,0,359,772,New York City
2021,2,2/1/2021,75-84 years,Female,220,94,60,0,254,707,New York City
2021,2,2/1/2021,75-84 years,Male,271,234,165,0,341,"1,301",North Carolina
2021,2,2/1/2021,75-84 years,Female,217,163,114,0,266,"1,205",North Carolina
2021,2,2/1/2021,75-84 years,Male,0,0,0,0,0,64,North Dakota
2021,2,2/1/2021,75-84 years,Female,0,0,0,0,0,64,North Dakota
2021,2,2/1/2021,75-84 years,Male,278,213,149,0,342,"1,495",Ohio
2021,2,2/1/2021,75-84 years,Female,193,135,91,0,237,"1,384",Ohio
2021,2,2/1/2021,75-84 years,Male,121,93,59,0,156,537,Oklahoma
2021,2,2/1/2021,75-84 years,Female,93,70,51,0,112,452,Oklahoma
2021,2,2/1/2021,75-84 years,Male,29,25,11,0,43,429,Oregon
2021,2,2/1/2021,75-84 years,Female,19,14,0,0,27,340,Oregon
2021,2,2/1/2021,75-84 years,Male,315,232,162,0,386,"1,556",Pennsylvania
2021,2,2/1/2021,75-84 years,Female,229,162,112,0,279,"1,470",Pennsylvania
2021,2,2/1/2021,75-84 years,Male,15,0,0,0,17,99,Rhode Island
2021,2,2/1/2021,75-84 years,Female,29,19,16,0,32,107,Rhode Island
2021,2,2/1/2021,75-84 years,Male,233,136,95,0,274,778,South Carolina
2021,2,2/1/2021,75-84 years,Female,124,66,43,0,147,648,South Carolina
2021,2,2/1/2021,75-84 years,Male,13,10,0,0,17,91,South Dakota
2021,2,2/1/2021,75-84 years,Female,0,0,0,0,13,72,South Dakota
2021,2,2/1/2021,75-84 years,Male,171,170,105,0,238,943,Tennessee
2021,2,2/1/2021,75-84 years,Female,119,95,57,0,157,794,Tennessee
2021,2,2/1/2021,75-84 years,Male,910,701,549,0,"1,063","3,109",Texas
2021,2,2/1/2021,75-84 years,Female,644,502,396,0,750,"2,738",Texas
2021,2,2/1/2021,75-84 years,Male,27,22,14,0,35,222,Utah
2021,2,2/1/2021,75-84 years,Female,15,15,0,0,24,205,Utah
2021,2,2/1/2021,75-84 years,Male,0,0,0,0,0,85,Vermont
2021,2,2/1/2021,75-84 years,Female,0,0,0,0,0,69,Vermont
2021,2,2/1/2021,75-84 years,Male,203,140,95,0,248,962,Virginia
2021,2,2/1/2021,75-84 years,Female,145,104,70,0,179,863,Virginia
2021,2,2/1/2021,75-84 years,Male,71,77,48,0,100,679,Washington
2021,2,2/1/2021,75-84 years,Female,45,39,28,0,56,575,Washington
2021,2,2/1/2021,75-84 years,Male,48,46,28,0,66,287,West Virginia
2021,2,2/1/2021,75-84 years,Female,40,38,20,0,58,240,West Virginia
2021,2,2/1/2021,75-84 years,Male,63,57,27,0,94,617,Wisconsin
2021,2,2/1/2021,75-84 years,Female,53,36,13,0,76,543,Wisconsin
2021,2,2/1/2021,75-84 years,Male,0,11,0,0,14,54,Wyoming
2021,2,2/1/2021,75-84 years,Female,0,0,0,0,0,52,Wyoming
2021,2,2/1/2021,75-84 years,Male,20,63,15,0,69,395,Puerto Rico
2021,2,2/1/2021,75-84 years,Female,18,47,13,0,52,328,Puerto Rico
2021,2,2/1/2021,85 years and over,Male,"5,619","4,630","2,954",4,"7,298","32,090",United States
2021,2,2/1/2021,85 years and over,Female,"6,743","4,533","2,677",12,"8,606","47,687",United States
2021,2,2/1/2021,85 years and over,Male,68,41,21,0,88,480,Alabama
2021,2,2/1/2021,85 years and over,Female,85,56,28,0,114,763,Alabama
2021,2,2/1/2021,85 years and over,Male,0,0,0,0,0,23,Alaska
2021,2,2/1/2021,85 years and over,Female,0,0,0,0,0,33,Alaska
2021,2,2/1/2021,85 years and over,Male,160,116,88,0,188,728,Arizona
2021,2,2/1/2021,85 years and over,Female,155,94,65,0,184,840,Arizona
2021,2,2/1/2021,85 years and over,Male,48,55,34,0,69,305,Arkansas
2021,2,2/1/2021,85 years and over,Female,53,46,25,0,74,455,Arkansas
2021,2,2/1/2021,85 years and over,Male,788,672,488,0,972,"3,738",California
2021,2,2/1/2021,85 years and over,Female,840,646,430,0,"1,056","4,984",California
2021,2,2/1/2021,85 years and over,Male,55,56,29,0,82,432,Colorado
2021,2,2/1/2021,85 years and over,Female,55,35,23,0,67,606,Colorado
2021,2,2/1/2021,85 years and over,Male,75,47,28,0,94,435,Connecticut
2021,2,2/1/2021,85 years and over,Female,99,63,35,0,127,612,Connecticut
2021,2,2/1/2021,85 years and over,Male,13,10,0,0,16,109,Delaware
2021,2,2/1/2021,85 years and over,Female,31,16,10,0,37,153,Delaware
2021,2,2/1/2021,85 years and over,Male,0,0,0,0,14,48,District of Columbia
2021,2,2/1/2021,85 years and over,Female,13,11,0,0,18,68,District of Columbia
2021,2,2/1/2021,85 years and over,Male,452,473,307,0,618,"2,772",Florida
2021,2,2/1/2021,85 years and over,Female,473,414,271,0,618,"3,611",Florida
2021,2,2/1/2021,85 years and over,Male,158,99,74,0,183,766,Georgia
2021,2,2/1/2021,85 years and over,Female,216,137,89,0,264,"1,339",Georgia
2021,2,2/1/2021,85 years and over,Male,0,11,0,0,12,137,Hawaii
2021,2,2/1/2021,85 years and over,Female,0,13,0,0,16,229,Hawaii
2021,2,2/1/2021,85 years and over,Male,13,12,0,0,20,165,Idaho
2021,2,2/1/2021,85 years and over,Female,18,12,0,0,23,198,Idaho
2021,2,2/1/2021,85 years and over,Male,153,134,79,0,208,"1,170",Illinois
2021,2,2/1/2021,85 years and over,Female,163,134,64,0,233,"1,834",Illinois
2021,2,2/1/2021,85 years and over,Male,86,68,38,0,116,625,Indiana
2021,2,2/1/2021,85 years and over,Female,127,65,37,0,155,970,Indiana
2021,2,2/1/2021,85 years and over,Male,38,38,17,0,59,317,Iowa
2021,2,2/1/2021,85 years and over,Female,57,40,15,0,82,527,Iowa
2021,2,2/1/2021,85 years and over,Male,38,28,13,0,53,306,Kansas
2021,2,2/1/2021,85 years and over,Female,54,34,14,0,74,444,Kansas
2021,2,2/1/2021,85 years and over,Male,68,63,37,0,94,407,Kentucky
2021,2,2/1/2021,85 years and over,Female,117,84,46,0,156,669,Kentucky
2021,2,2/1/2021,85 years and over,Male,35,30,16,0,49,390,Louisiana
2021,2,2/1/2021,85 years and over,Female,69,51,24,0,96,618,Louisiana
2021,2,2/1/2021,85 years and over,Male,18,21,0,0,35,165,Maine
2021,2,2/1/2021,85 years and over,Female,22,0,0,0,29,227,Maine
2021,2,2/1/2021,85 years and over,Male,119,85,58,0,146,550,Maryland
2021,2,2/1/2021,85 years and over,Female,153,91,55,0,189,934,Maryland
2021,2,2/1/2021,85 years and over,Male,114,95,51,0,158,715,Massachusetts
2021,2,2/1/2021,85 years and over,Female,171,100,59,0,212,"1,196",Massachusetts
2021,2,2/1/2021,85 years and over,Male,91,86,37,0,140,"1,025",Michigan
2021,2,2/1/2021,85 years and over,Female,112,87,37,0,162,"1,481",Michigan
2021,2,2/1/2021,85 years and over,Male,58,44,14,0,88,533,Minnesota
2021,2,2/1/2021,85 years and over,Female,70,45,18,0,97,749,Minnesota
2021,2,2/1/2021,85 years and over,Male,33,43,22,0,54,229,Mississippi
2021,2,2/1/2021,85 years and over,Female,62,43,25,0,80,440,Mississippi
2021,2,2/1/2021,85 years and over,Male,82,77,42,0,117,599,Missouri
2021,2,2/1/2021,85 years and over,Female,110,78,42,0,146,966,Missouri
2021,2,2/1/2021,85 years and over,Male,12,10,0,0,16,100,Montana
2021,2,2/1/2021,85 years and over,Female,0,0,0,0,11,148,Montana
2021,2,2/1/2021,85 years and over,Male,23,14,0,0,31,184,Nebraska
2021,2,2/1/2021,85 years and over,Female,19,19,0,0,33,258,Nebraska
2021,2,2/1/2021,85 years and over,Male,59,54,49,0,64,262,Nevada
2021,2,2/1/2021,85 years and over,Female,33,31,24,0,40,290,Nevada
2021,2,2/1/2021,85 years and over,Male,11,13,0,0,18,118,New Hampshire
2021,2,2/1/2021,85 years and over,Female,21,0,0,0,25,233,New Hampshire
2021,2,2/1/2021,85 years and over,Male,197,147,103,0,241,982,New Jersey
2021,2,2/1/2021,85 years and over,Female,209,151,95,0,265,"1,449",New Jersey
2021,2,2/1/2021,85 years and over,Male,28,16,0,0,35,178,New Mexico
2021,2,2/1/2021,85 years and over,Female,31,19,12,0,38,261,New Mexico
2021,2,2/1/2021,85 years and over,Male,330,252,157,0,426,"1,331",New York
2021,2,2/1/2021,85 years and over,Female,423,259,143,0,540,"2,138",New York
2021,2,2/1/2021,85 years and over,Male,257,145,100,0,302,733,New York City
2021,2,2/1/2021,85 years and over,Female,284,163,113,0,335,"1,156",New York City
2021,2,2/1/2021,85 years and over,Male,194,154,108,0,240,969,North Carolina
2021,2,2/1/2021,85 years and over,Female,278,158,101,0,335,"1,593",North Carolina
2021,2,2/1/2021,85 years and over,Male,0,0,0,0,12,70,North Dakota
2021,2,2/1/2021,85 years and over,Female,0,0,0,0,0,118,North Dakota
2021,2,2/1/2021,85 years and over,Male,255,181,130,0,306,"1,346",Ohio
2021,2,2/1/2021,85 years and over,Female,270,157,88,0,339,"2,035",Ohio
2021,2,2/1/2021,85 years and over,Male,75,64,41,0,98,373,Oklahoma
2021,2,2/1/2021,85 years and over,Female,104,56,37,0,123,549,Oklahoma
2021,2,2/1/2021,85 years and over,Male,33,41,14,0,60,437,Oregon
2021,2,2/1/2021,85 years and over,Female,34,33,10,0,57,600,Oregon
2021,2,2/1/2021,85 years and over,Male,319,218,148,0,389,"1,629",Pennsylvania
2021,2,2/1/2021,85 years and over,Female,391,219,127,0,483,"2,522",Pennsylvania
2021,2,2/1/2021,85 years and over,Male,22,19,12,0,29,131,Rhode Island
2021,2,2/1/2021,85 years and over,Female,61,24,20,0,65,240,Rhode Island
2021,2,2/1/2021,85 years and over,Male,102,58,34,0,126,506,South Carolina
2021,2,2/1/2021,85 years and over,Female,107,61,34,0,134,769,South Carolina
2021,2,2/1/2021,85 years and over,Male,16,18,10,0,24,91,South Dakota
2021,2,2/1/2021,85 years and over,Female,13,0,0,0,19,140,South Dakota
2021,2,2/1/2021,85 years and over,Male,92,87,44,0,135,641,Tennessee
2021,2,2/1/2021,85 years and over,Female,112,94,39,0,167,"1,027",Tennessee
2021,2,2/1/2021,85 years and over,Male,481,404,290,0,596,"2,246",Texas
2021,2,2/1/2021,85 years and over,Female,544,385,243,0,687,"3,306",Texas
2021,2,2/1/2021,85 years and over,Male,21,22,12,0,31,218,Utah
2021,2,2/1/2021,85 years and over,Female,20,16,0,0,27,305,Utah
2021,2,2/1/2021,85 years and over,Male,0,0,0,0,0,89,Vermont
2021,2,2/1/2021,85 years and over,Female,0,0,0,0,12,113,Vermont
2021,2,2/1/2021,85 years and over,Male,146,123,77,0,193,823,Virginia
2021,2,2/1/2021,85 years and over,Female,227,108,68,0,267,"1,275",Virginia
2021,2,2/1/2021,85 years and over,Male,52,64,31,0,85,624,Washington
2021,2,2/1/2021,85 years and over,Female,71,64,30,0,105,951,Washington
2021,2,2/1/2021,85 years and over,Male,32,39,21,0,50,208,West Virginia
2021,2,2/1/2021,85 years and over,Female,37,29,14,0,52,319,West Virginia
2021,2,2/1/2021,85 years and over,Male,69,51,23,0,97,592,Wisconsin
2021,2,2/1/2021,85 years and over,Female,94,39,19,0,114,874,Wisconsin
2021,2,2/1/2021,85 years and over,Male,0,0,0,0,0,40,Wyoming
2021,2,2/1/2021,85 years and over,Female,11,0,0,0,14,72,Wyoming
2021,2,2/1/2021,85 years and over,Male,0,44,0,0,47,337,Puerto Rico
2021,2,2/1/2021,85 years and over,Female,17,46,0,0,55,470,Puerto Rico
2022,2,2/1/2022,0-17 years,Male,48,52,18,4,85,"1,553",United States
2022,2,2/1/2022,0-17 years,Female,43,27,9,4,64,"1,128",United States
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,36,Alabama
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,19,Alabama
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,0,Alaska
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,0,Alaska
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,34,Arizona
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,23,Arizona
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,21,Arkansas
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,14,Arkansas
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,152,California
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,110,California
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,28,Colorado
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,27,Colorado
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,12,Connecticut
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,0,Connecticut
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,12,Delaware
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,0,Delaware
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,0,District of Columbia
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,11,District of Columbia
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,106,Florida
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,60,Florida
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,65,Georgia
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,37,Georgia
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,0,Hawaii
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,0,Hawaii
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,0,Idaho
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,0,Idaho
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,56,Illinois
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,35,Illinois
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,37,Indiana
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,26,Indiana
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,16,Iowa
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,0,Iowa
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,15,Kansas
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,10,Kansas
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,16,Kentucky
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,17,Kentucky
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,35,Louisiana
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,23,Louisiana
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,0,Maine
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,0,Maine
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,28,Maryland
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,18,Maryland
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,17,Massachusetts
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,0,Massachusetts
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,41,Michigan
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,31,Michigan
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,22,Minnesota
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,18,Minnesota
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,27,Mississippi
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,22,Mississippi
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,36,Missouri
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,29,Missouri
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,0,Montana
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,0,Montana
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,10,Nebraska
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,0,Nebraska
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,16,Nevada
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,12,Nevada
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,0,New Hampshire
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,0,New Hampshire
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,18,New Jersey
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,12,New Jersey
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,0,New Mexico
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,0,New Mexico
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,32,New York
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,22,New York
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,34,New York City
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,22,New York City
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,72,North Carolina
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,43,North Carolina
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,0,North Dakota
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,0,North Dakota
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,66,Ohio
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,50,Ohio
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,20,Oklahoma
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,18,Oklahoma
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,17,Oregon
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,18,Oregon
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,57,Pennsylvania
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,49,Pennsylvania
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,0,Rhode Island
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,0,Rhode Island
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,28,South Carolina
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,26,South Carolina
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,10,South Dakota
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,0,South Dakota
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,41,Tennessee
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,44,Tennessee
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,11,152,Texas
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,128,Texas
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,19,Utah
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,14,Utah
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,0,Vermont
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,0,Vermont
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,40,Virginia
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,23,Virginia
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,29,Washington
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,21,Washington
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,0,West Virginia
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,0,West Virginia
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,22,Wisconsin
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,25,Wisconsin
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,0,Wyoming
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,0,Wyoming
2022,2,2/1/2022,0-17 years,Male,0,0,0,0,0,0,Puerto Rico
2022,2,2/1/2022,0-17 years,Female,0,0,0,0,0,0,Puerto Rico
2022,2,2/1/2022,18-29 years,Male,135,88,52,1,172,"3,438",United States
2022,2,2/1/2022,18-29 years,Female,89,76,45,1,120,"1,344",United States
2022,2,2/1/2022,18-29 years,Male,0,0,0,0,0,76,Alabama
2022,2,2/1/2022,18-29 years,Female,0,0,0,0,0,30,Alabama
2022,2,2/1/2022,18-29 years,Male,0,0,0,0,0,11,Alaska
2022,2,2/1/2022,18-29 years,Female,0,0,0,0,0,0,Alaska
2022,2,2/1/2022,18-29 years,Male,0,0,0,0,0,111,Arizona
2022,2,2/1/2022,18-29 years,Female,0,0,0,0,0,30,Arizona
2022,2,2/1/2022,18-29 years,Male,0,0,0,0,0,34,Arkansas
2022,2,2/1/2022,18-29 years,Female,0,0,0,0,0,13,Arkansas
2022,2,2/1/2022,18-29 years,Male,14,10,0,0,19,396,California
2022,2,2/1/2022,18-29 years,Female,0,0,0,0,10,112,California
2022,2,2/1/2022,18-29 years,Male,0,0,0,0,0,59,Colorado
2022,2,2/1/2022,18-29 years,Female,0,0,0,0,0,23,Colorado
2022,2,2/1/2022,18-29 years,Male,0,0,0,0,0,24,Connecticut
2022,2,2/1/2022,18-29 years,Female,0,0,0,0,0,0,Connecticut
2022,2,2/1/2022,18-29 years,Male,0,0,0,0,0,12,Delaware
2022,2,2/1/2022,18-29 years,Female,0,0,0,0,0,0,Delaware
2022,2,2/1/2022,18-29 years,Male,0,0,0,0,0,13,District of Columbia
2022,2,2/1/2022,18-29 years,Female,0,0,0,0,0,0,District of Columbia
2022,2,2/1/2022,18-29 years,Male,0,0,0,0,0,218,Florida
2022,2,2/1/2022,18-29 years,Female,0,0,0,0,0,86,Florida
2022,2,2/1/2022,18-29 years,Male,0,0,0,0,0,126,Georgia
2022,2,2/1/2022,18-29 years,Female,0,0,0,0,0,55,Georgia
2022,2,2/1/2022,18-29 years,Male,0,0,0,0,0,11,Hawaii
2022,2,2/1/2022,18-29 years,Female,0,0,0,0,0,0,Hawaii
2022,2,2/1/2022,18-29 years,Male,0,0,0,0,0,12,Idaho
2022,2,2/1/2022,18-29 years,Female,0,0,0,0,0,0,Idaho
2022,2,2/1/2022,18-29 years,Male,0,0,0,0,0,106,Illinois
2022,2,2/1/2022,18-29 years,Female,0,0,0,0,0,44,Illinois
2022,2,2/1/2022,18-29 years,Male,0,0,0,0,0,97,Indiana
2022,2,2/1/2022,18-29 years,Female,0,0,0,0,0,43,Indiana
2022,2,2/1/2022,18-29 years,Male,0,0,0,0,0,22,Iowa
2022,2,2/1/2022,18-29 years,Female,0,0,0,0,0,0,Iowa
2022,2,2/1/2022,18-29 years,Male,0,0,0,0,0,41,Kansas
2022,2,2/1/2022,18-29 years,Female,0,0,0,0,0,14,Kansas
2022,2,2/1/2022,18-29 years,Male,0,0,0,0,0,56,Kentucky
2022,2,2/1/2022,18-29 years,Female,0,0,0,0,0,25,Kentucky
2022,2,2/1/2022,18-29 years,Male,0,0,0,0,0,72,Louisiana
2022,2,2/1/2022,18-29 years,Female,0,0,0,0,0,25,Louisiana
2022,2,2/1/2022,18-29 years,Male,0,0,0,0,0,15,Maine
2022,2,2/1/2022,18-29 years,Female,0,0,0,0,0,0,Maine
2022,2,2/1/2022,18-29 years,Male,0,0,0,0,0,67,Maryland
2022,2,2/1/2022,18-29 years,Female,0,0,0,0,0,24,Maryland
2022,2,2/1/2022,18-29 years,Male,0,0,0,0,0,44,Massachusetts
2022,2,2/1/2022,18-29 years,Female,0,0,0,0,0,23,Massachusetts
2022,2,2/1/2022,18-29 years,Male,0,0,0,0,0,77,Michigan
2022,2,2/1/2022,18-29 years,Female,0,0,0,0,0,32,Michigan
2022,2,2/1/2022,18-29 years,Male,0,0,0,0,0,48,Minnesota
2022,2,2/1/2022,18-29 years,Female,0,0,0,0,0,17,Minnesota
2022,2,2/1/2022,18-29 years,Male,0,0,0,0,0,34,Mississippi
